-69.054,0.00027507,2.7718,0,0
-28534,0.0037332,5.9396,1,2
-43407,0.0078591,2.0076,1,2
-14164,0.0045672,6.7036,1,2
-38519,0.022068,0.57576,1,2
-53258,5.9337e-05,22.534,0,0
-45772,0.023398,0.44171,1,2
-176.78,0.020512,21.31,0,0
-51567,0.019502,0.83434,1,2
-80.002,0.00024862,2.5052,0,0
-19003,0.026151,0.16431,1,2
-161.86,6.6605e-05,0.67115,0,0
-119.22,0.00015373,1.9357,0,0
