0,25,0,0
0.01,24.995,0.049997,-1.0095
0.02,24.98,0.099973,-3.0285
0.03,24.955,0.14991,-5.0475
0.04,24.919,0.19978,-7.0665
0.05,24.874,0.24958,-9.0855
0.06,24.818,0.29927,-11.105
0.07,24.754,0.34885,-12.875
0.08,24.682,0.39828,-14.304
0.09,24.605,0.44757,-15.45
0.1,24.523,0.4967,-16.366
0.11,24.438,0.54566,-17.098
0.12,24.349,0.59445,-17.679
0.13,24.259,0.64306,-18.14
0.14,24.166,0.69148,-18.502
0.15,24.072,0.73972,-18.785
0.16,23.977,0.78777,-19.004
0.17,23.881,0.83563,-19.171
0.18,23.785,0.8833,-19.296
0.19,23.688,0.93077,-19.387
0.2,23.591,0.97805,-19.45
0.21,23.493,1.0251,-19.492
0.22,23.396,1.072,-19.515
0.23,23.298,1.1187,-19.524
0.24,23.2,1.1652,-19.522
0.25,23.103,1.2115,-19.51
0.26,23.005,1.2576,-19.49
0.27,22.908,1.3035,-19.464
0.28,22.811,1.3493,-19.433
0.29,22.714,1.3948,-19.398
0.3,22.617,1.4401,-19.36
0.31,22.521,1.4853,-19.319
0.32,22.424,1.5302,-19.277
0.33,22.328,1.575,-19.232
0.34,22.232,1.6195,-19.186
0.35,22.136,1.6639,-19.139
0.36,22.041,1.7081,-19.092
0.37,21.946,1.752,-19.043
0.38,21.851,1.7958,-18.994
0.39,21.756,1.8394,-18.945
0.4,21.662,1.8829,-18.895
0.41,21.567,1.9261,-18.845
0.42,21.473,1.9691,-18.795
0.43,21.38,2.012,-18.744
0.44,21.286,2.0547,-18.694
0.45,21.193,2.0971,-18.643
0.46,21.1,2.1394,-18.593
0.47,21.007,2.1815,-18.542
0.48,20.915,2.2235,-18.492
0.49,20.823,2.2652,-18.441
0.5,20.731,2.3067,-18.39
0.51,20.639,2.3481,-18.34
0.52,20.548,2.3893,-18.289
0.53,20.456,2.4303,-18.239
0.54,20.365,2.4711,-18.189
0.55,20.275,2.5118,-18.138
0.56,20.184,2.5522,-18.088
0.57,20.094,2.5925,-18.038
0.58,20.004,2.6326,-17.988
0.59,19.914,2.6725,-17.938
0.6,19.825,2.7123,-17.888
0.61,19.736,2.7518,-17.838
0.62,19.647,2.7912,-17.788
0.63,19.558,2.8304,-17.738
0.64,19.47,2.8694,-17.688
0.65,19.382,2.9083,-17.638
0.66,19.294,2.947,-17.589
0.67,19.206,2.9855,-17.539
0.68,19.119,3.0238,-17.49
0.69,19.031,3.0619,-17.44
0.7,18.944,3.0999,-17.391
0.71,18.858,3.1377,-17.342
0.72,18.771,3.1753,-17.292
0.73,18.685,3.2128,-17.243
0.74,18.599,3.2501,-17.194
0.75,18.513,3.2872,-17.145
0.76,18.428,3.3241,-17.096
0.77,18.343,3.3609,-17.048
0.78,18.258,3.3975,-16.999
0.79,18.173,3.4339,-16.95
0.8,18.088,3.4702,-16.901
0.81,18.004,3.5063,-16.853
0.82,17.92,3.5422,-16.804
0.83,17.836,3.578,-16.756
0.84,17.753,3.6136,-16.708
0.85,17.669,3.649,-16.659
0.86,17.586,3.6842,-16.611
0.87,17.504,3.7193,-16.563
0.88,17.421,3.7543,-16.515
0.89,17.339,3.789,-16.467
0.9,17.257,3.8236,-16.419
0.91,17.175,3.858,-16.371
0.92,17.093,3.8923,-16.324
0.93,17.012,3.9264,-16.276
0.94,16.931,3.9604,-16.229
0.95,16.85,3.9941,-16.181
0.96,16.769,4.0278,-16.134
0.97,16.689,4.0612,-16.086
0.98,16.608,4.0945,-16.039
0.99,16.528,4.1276,-15.992
1,16.449,4.1606,-15.945
1.01,16.369,4.1934,-15.898
1.02,16.29,4.2261,-15.851
1.03,16.211,4.2586,-15.804
1.04,16.132,4.2909,-15.757
1.05,16.054,4.3231,-15.71
1.06,15.975,4.3552,-15.663
1.07,15.897,4.387,-15.617
1.08,15.819,4.4187,-15.57
1.09,15.742,4.4503,-15.524
1.1,15.664,4.4817,-15.477
1.11,15.587,4.513,-15.431
1.12,15.51,4.5441,-15.385
1.13,15.434,4.575,-15.339
1.14,15.357,4.6058,-15.293
1.15,15.281,4.6364,-15.247
1.16,15.205,4.6669,-15.201
1.17,15.129,4.6973,-15.155
1.18,15.053,4.7274,-15.109
1.19,14.978,4.7575,-15.064
1.2,14.903,4.7873,-15.018
1.21,14.828,4.8171,-14.972
1.22,14.754,4.8467,-14.927
1.23,14.679,4.8761,-14.882
1.24,14.605,4.9054,-14.836
1.25,14.531,4.9345,-14.791
1.26,14.457,4.9635,-14.746
1.27,14.384,4.9923,-14.701
1.28,14.311,5.021,-14.656
1.29,14.237,5.0496,-14.611
1.3,14.165,5.078,-14.566
1.31,14.092,5.1062,-14.521
1.32,14.02,5.1344,-14.477
1.33,13.947,5.1623,-14.432
1.34,13.876,5.1901,-14.388
1.35,13.804,5.2178,-14.343
1.36,13.732,5.2454,-14.299
1.37,13.661,5.2728,-14.255
1.38,13.59,5.3,-14.21
1.39,13.519,5.3271,-14.166
1.4,13.449,5.3541,-14.122
1.41,13.378,5.3809,-14.078
1.42,13.308,5.4076,-14.034
1.43,13.238,5.4341,-13.991
1.44,13.168,5.4605,-13.947
1.45,13.099,5.4868,-13.903
1.46,13.03,5.5129,-13.86
1.47,12.96,5.5389,-13.816
1.48,12.892,5.5648,-13.773
1.49,12.823,5.5905,-13.729
1.5,12.754,5.6161,-13.686
1.51,12.686,5.6415,-13.643
1.52,12.618,5.6668,-13.6
1.53,12.55,5.692,-13.557
1.54,12.483,5.717,-13.514
1.55,12.416,5.7419,-13.471
1.56,12.348,5.7667,-13.428
1.57,12.282,5.7913,-13.386
1.58,12.215,5.8158,-13.343
1.59,12.148,5.8402,-13.3
1.6,12.082,5.8644,-13.258
1.61,12.016,5.8885,-13.215
1.62,11.95,5.9125,-13.173
1.63,11.884,5.9363,-13.131
1.64,11.819,5.96,-13.089
1.65,11.754,5.9836,-13.047
1.66,11.689,6.007,-13.005
1.67,11.624,6.0303,-12.963
1.68,11.559,6.0535,-12.921
1.69,11.495,6.0766,-12.879
1.7,11.431,6.0995,-12.838
1.71,11.367,6.1223,-12.796
1.72,11.303,6.145,-12.754
1.73,11.239,6.1675,-12.713
1.74,11.176,6.1899,-12.672
1.75,11.113,6.2122,-12.63
1.76,11.05,6.2344,-12.589
1.77,10.987,6.2564,-12.548
1.78,10.925,6.2783,-12.507
1.79,10.862,6.3001,-12.466
1.8,10.8,6.3218,-12.425
1.81,10.738,6.3433,-12.384
1.82,10.677,6.3647,-12.344
1.83,10.615,6.386,-12.303
1.84,10.554,6.4072,-12.263
1.85,10.493,6.4282,-12.222
1.86,10.432,6.4492,-12.182
1.87,10.371,6.47,-12.141
1.88,10.31,6.4906,-12.101
1.89,10.25,6.5112,-12.061
1.9,10.19,6.5316,-12.021
1.91,10.13,6.552,-11.981
1.92,10.07,6.5722,-11.941
1.93,10.011,6.5922,-11.901
1.94,9.9516,6.6122,-11.861
1.95,9.8925,6.632,-11.822
1.96,9.8336,6.6518,-11.782
1.97,9.7749,6.6714,-11.743
1.98,9.7164,6.6909,-11.703
1.99,9.6581,6.7102,-11.664
2,9.6,6.7295,-11.625
2.01,9.542,6.7486,-11.585
2.02,9.4843,6.7677,-11.546
2.03,9.4268,6.7866,-11.507
2.04,9.3694,6.8054,-11.468
2.05,9.3123,6.8241,-11.429
2.06,9.2553,6.8426,-11.391
2.07,9.1986,6.8611,-11.352
2.08,9.142,6.8794,-11.313
2.09,9.0856,6.8977,-11.275
2.1,9.0294,6.9158,-11.236
2.11,8.9734,6.9338,-11.198
2.12,8.9176,6.9517,-11.16
2.13,8.862,6.9694,-11.121
2.14,8.8066,6.9871,-11.083
2.15,8.7514,7.0047,-11.045
2.16,8.6964,7.0221,-11.007
2.17,8.6415,7.0395,-10.969
2.18,8.5869,7.0567,-10.931
2.19,8.5324,7.0738,-10.894
2.2,8.4781,7.0908,-10.856
2.21,8.424,7.1077,-10.818
2.22,8.3701,7.1245,-10.781
2.23,8.3164,7.1412,-10.743
2.24,8.2629,7.1578,-10.706
2.25,8.2095,7.1742,-10.669
2.26,8.1564,7.1906,-10.632
2.27,8.1034,7.2069,-10.594
2.28,8.0506,7.223,-10.557
2.29,7.998,7.2391,-10.52
2.3,7.9456,7.255,-10.484
2.31,7.8934,7.2709,-10.447
2.32,7.8413,7.2866,-10.41
2.33,7.7894,7.3022,-10.373
2.34,7.7378,7.3177,-10.337
2.35,7.6863,7.3332,-10.3
2.36,7.6349,7.3485,-10.264
2.37,7.5838,7.3637,-10.228
2.38,7.5328,7.3788,-10.191
2.39,7.4821,7.3938,-10.155
2.4,7.4315,7.4088,-10.119
2.41,7.3811,7.4236,-10.083
2.42,7.3308,7.4383,-10.047
2.43,7.2808,7.4529,-10.011
2.44,7.2309,7.4674,-9.9756
2.45,7.1812,7.4818,-9.9399
2.46,7.1317,7.4961,-9.9043
2.47,7.0823,7.5103,-9.8687
2.48,7.0331,7.5245,-9.8333
2.49,6.9842,7.5385,-9.7979
2.5,6.9353,7.5524,-9.7626
2.51,6.8867,7.5662,-9.7274
2.52,6.8382,7.5799,-9.6923
2.53,6.79,7.5936,-9.6572
2.54,6.7419,7.6071,-9.6222
2.55,6.6939,7.6205,-9.5873
2.56,6.6462,7.6339,-9.5525
2.57,6.5986,7.6471,-9.5177
2.58,6.5511,7.6603,-9.4831
2.59,6.5039,7.6733,-9.4485
2.6,6.4568,7.6863,-9.414
2.61,6.4099,7.6992,-9.3795
2.62,6.3632,7.7119,-9.3452
2.63,6.3167,7.7246,-9.3109
2.64,6.2703,7.7372,-9.2767
2.65,6.2241,7.7497,-9.2426
2.66,6.178,7.7621,-9.2086
2.67,6.1321,7.7744,-9.1746
2.68,6.0864,7.7866,-9.1407
2.69,6.0409,7.7987,-9.1069
2.7,5.9955,7.8108,-9.0732
