0,25,0,0,-0.001393
0.01,24.995,0.049997,-1.0095,-0.0012177
0.02,24.98,0.099973,-3.0285,-0.001043
0.03,24.955,0.14991,-5.0475,-0.00086891
0.04,24.919,0.19978,-7.0665,-0.00069537
0.05,24.874,0.24958,-9.0855,-0.00052238
0.06,24.818,0.29927,-11.105,-0.00034996
0.07,24.754,0.34885,-12.875,-0.00017811
0.08,24.682,0.39828,-14.304,-6.8098e-06
